profession,platform,usage_score
0,think_time_facebook,1
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,2
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
6,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
1,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,2
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,0
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,1
0,think_time_facebook,4
8,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,2
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
6,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
6,think_time_facebook,4
6,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,1
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,1
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
1,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
9,think_time_facebook,4
8,think_time_facebook,4
0,think_time_facebook,4
6,think_time_facebook,2
0,think_time_facebook,4
8,think_time_facebook,4
0,think_time_facebook,4
7,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,3
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
4,think_time_facebook,2
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
5,think_time_facebook,4
0,think_time_facebook,4
0,think_time_facebook,4
2,think_time_facebook,4
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,1
11,think_time_youtube,2
6,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
7,think_time_youtube,3
7,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
1,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
7,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,2
7,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,0
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,3
12,think_time_youtube,1
0,think_time_youtube,4
8,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,3
7,think_time_youtube,4
0,think_time_youtube,1
7,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,1
6,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
7,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
7,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
7,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
6,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,3
7,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
3,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,4
7,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
7,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,4
7,think_time_youtube,1
0,think_time_youtube,4
7,think_time_youtube,2
7,think_time_youtube,3
0,think_time_youtube,3
7,think_time_youtube,2
0,think_time_youtube,1
7,think_time_youtube,2
7,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,3
7,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,3
6,think_time_youtube,4
0,think_time_youtube,1
10,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
6,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,3
8,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
8,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,1
7,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,3
1,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,0
6,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,0
6,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,2
1,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,1
8,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,4
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,1
6,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,4
6,think_time_youtube,0
6,think_time_youtube,4
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,3
0,think_time_youtube,3
0,think_time_youtube,2
0,think_time_youtube,0
1,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,0
0,think_time_youtube,2
9,think_time_youtube,4
8,think_time_youtube,1
0,think_time_youtube,0
6,think_time_youtube,1
0,think_time_youtube,2
8,think_time_youtube,3
0,think_time_youtube,1
7,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,4
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,2
0,think_time_youtube,3
0,think_time_youtube,1
4,think_time_youtube,0
0,think_time_youtube,1
0,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
0,think_time_youtube,1
0,think_time_youtube,3
5,think_time_youtube,0
0,think_time_youtube,2
0,think_time_youtube,2
2,think_time_youtube,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,0
0,think_time_linkedin,2
0,think_time_linkedin,1
11,think_time_linkedin,4
6,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,1
0,think_time_linkedin,2
7,think_time_linkedin,4
7,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,0
0,think_time_linkedin,3
0,think_time_linkedin,1
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
1,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
12,think_time_linkedin,4
0,think_time_linkedin,4
8,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
6,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,0
0,think_time_linkedin,4
7,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
6,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
3,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,2
0,think_time_linkedin,3
7,think_time_linkedin,0
7,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,2
7,think_time_linkedin,0
7,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
7,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
6,think_time_linkedin,3
0,think_time_linkedin,4
10,think_time_linkedin,2
0,think_time_linkedin,0
0,think_time_linkedin,1
6,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
8,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
8,think_time_linkedin,4
0,think_time_linkedin,0
0,think_time_linkedin,4
7,think_time_linkedin,0
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
1,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,0
6,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,0
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,3
6,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,3
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,0
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,1
1,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,0
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,0
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,4
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,2
0,think_time_linkedin,2
0,think_time_linkedin,3
0,think_time_linkedin,4
0,think_time_linkedin,1
0,think_time_linkedin,4
0,think_time_linkedin,2
0,think_time_linkedin,3
8,think_time_linkedin,2
