date,depression,anxiety,social media
2020-03-26,47,54,32
2020-03-27,45,50,32
2020-03-28,40,49,26
2020-03-29,47,53,29
2020-03-30,49,54,33
2020-03-31,49,52,33
2020-04-01,45,51,32
2020-04-02,54,50,34
2020-04-03,54,49,31
2020-04-04,51,46,27
2020-04-05,49,47,27
2020-04-06,53,47,32
2020-04-07,49,50,32
2020-04-08,50,49,31
2020-04-09,54,51,32
2020-04-10,51,48,31
2020-04-11,46,46,26
2020-04-12,48,47,28
2020-04-13,51,51,30
2020-04-14,55,48,32
2020-04-15,57,48,35
2020-04-16,51,47,33
2020-04-17,50,48,33
2020-04-18,46,48,29
2020-04-19,49,48,32
2020-04-20,53,52,34
2020-04-21,52,51,34
2020-04-22,50,51,34
2020-04-23,52,50,33
2020-04-24,48,47,31
2020-04-25,43,45,29
2020-04-26,49,51,29
2020-04-27,54,53,33
2020-04-28,52,54,35
2020-04-29,53,54,34
2020-04-30,53,52,35
2020-05-01,52,51,33
2020-05-02,44,48,29
2020-05-03,47,49,29
2020-05-04,48,51,33
2020-05-05,51,56,34
2020-05-06,49,50,33
2020-05-07,51,48,33
2020-05-08,53,47,31
2020-05-09,50,48,30
2020-05-10,48,47,26
2020-05-11,54,50,32
2020-05-12,54,51,34
2020-05-13,50,52,34
2020-05-14,50,50,32
2020-05-15,47,47,31
2020-05-16,46,46,26
2020-05-17,50,52,30
2020-05-18,50,51,34
2020-05-19,50,51,33
2020-05-20,49,53,34
2020-05-21,49,51,33
2020-05-22,45,49,31
2020-05-23,40,46,24
2020-05-24,47,48,26
2020-05-25,45,45,28
2020-05-26,46,52,33
2020-05-27,46,50,41
2020-05-28,42,51,56
2020-05-29,42,48,45
2020-05-30,38,44,31
2020-05-31,41,45,31
2020-06-01,40,47,37
2020-06-02,43,50,50
2020-06-03,42,48,42
2020-06-04,42,49,38
2020-06-05,40,46,34
2020-06-06,41,46,30
2020-06-07,44,49,29
2020-06-08,44,51,33
2020-06-09,42,50,34
2020-06-10,44,50,34
2020-06-11,43,51,33
2020-06-12,42,48,29
2020-06-13,38,48,25
2020-06-14,100,53,29
2020-06-15,82,55,31
2020-06-16,63,54,32
2020-06-17,55,53,33
2020-06-18,50,53,32
2020-06-19,49,52,32
2020-06-20,46,48,25
2020-06-21,49,51,27
2020-06-22,47,57,32
2020-06-23,46,53,31
2020-06-24,46,54,35
2020-06-25,48,54,33
2020-06-26,45,50,33
2020-06-27,44,51,26
2020-06-28,49,55,28
2020-06-29,46,53,34
2020-06-30,44,54,36
2020-07-01,73,92,55
2020-07-02,75,88,54
2020-07-03,72,84,47
2020-07-04,69,82,42
2020-07-05,77,94,47
2020-07-06,75,88,54
2020-07-07,73,88,57
2020-07-08,73,92,58
2020-07-09,73,89,54
2020-07-10,71,87,49
2020-07-11,71,82,41
2020-07-12,74,86,39
2020-07-13,74,93,51
2020-07-14,72,91,54
2020-07-15,71,89,52
2020-07-16,71,89,48
2020-07-17,66,84,48
2020-07-18,68,84,40
2020-07-19,75,87,42
2020-07-20,75,89,50
2020-07-21,74,92,53
2020-07-22,79,92,53
2020-07-23,80,88,57
2020-07-24,73,85,46
2020-07-25,67,84,43
2020-07-26,74,86,42
2020-07-27,75,89,54
2020-07-28,76,91,56
2020-07-29,70,85,56
2020-07-30,74,86,53
2020-07-31,68,88,47
2020-08-01,68,80,45
2020-08-02,72,85,44
2020-08-03,68,89,52
2020-08-04,69,84,53
2020-08-05,70,86,50
2020-08-06,72,84,52
2020-08-07,71,83,57
2020-08-08,72,83,56
2020-08-09,74,83,50
2020-08-10,73,88,60
2020-08-11,70,83,53
2020-08-12,72,86,53
2020-08-13,71,86,53
2020-08-14,64,81,46
2020-08-15,66,78,38
2020-08-16,77,88,37
2020-08-17,71,92,49
2020-08-18,78,93,53
2020-08-19,77,96,51
2020-08-20,87,97,53
2020-08-21,86,85,49
2020-08-22,74,78,39
2020-08-23,76,89,40
2020-08-24,75,95,50
2020-08-25,73,93,55
2020-08-26,74,90,55
2020-08-27,71,89,55
2020-08-28,73,86,50
2020-08-29,65,82,40
2020-08-30,78,92,43
2020-08-31,74,91,51
2020-09-01,74,93,55
2020-09-02,73,96,56
2020-09-03,75,86,59
2020-09-04,70,90,53
2020-09-05,69,84,43
2020-09-06,73,88,47
2020-09-07,74,89,56
2020-09-08,76,96,62
2020-09-09,78,100,61
2020-09-10,77,93,63
2020-09-11,79,93,61
2020-09-12,78,84,51
2020-09-13,79,91,56
2020-09-14,81,96,66
2020-09-15,82,97,67
2020-09-16,81,99,66
2020-09-17,80,91,68
2020-09-18,79,86,61
2020-09-19,69,78,55
2020-09-20,73,88,62
2020-09-21,80,95,69
2020-09-22,81,90,69
2020-09-23,80,91,69
2020-09-24,78,91,68
2020-09-25,73,85,62
2020-09-26,66,79,52
2020-09-27,74,83,54
2020-09-28,79,94,65
2020-09-29,77,96,63
2020-09-30,76,88,60
2020-10-01,73,87,60
2020-10-02,67,86,58
2020-10-03,64,76,49
2020-10-04,75,83,56
2020-10-05,82,91,66
2020-10-06,82,95,68
2020-10-07,81,87,68
2020-10-08,77,89,68
2020-10-09,71,83,57
2020-10-10,71,78,52
2020-10-11,81,85,54
2020-10-12,81,90,62
2020-10-13,76,86,60
2020-10-14,77,88,61
2020-10-15,75,88,68
2020-10-16,73,83,58
2020-10-17,66,76,46
2020-10-18,75,82,51
2020-10-19,78,89,60
2020-10-20,77,92,63
2020-10-21,79,91,60
2020-10-22,77,86,62
2020-10-23,71,81,49
2020-10-24,64,75,42
2020-10-25,69,81,46
2020-10-26,78,90,58
2020-10-27,78,84,58
2020-10-28,74,84,56
2020-10-29,75,85,59
2020-10-30,69,78,54
2020-10-31,61,74,43
2020-11-01,82,81,45
2020-11-02,87,95,59
2020-11-03,72,89,57
2020-11-04,63,75,50
2020-11-05,62,78,56
2020-11-06,65,75,51
2020-11-07,62,73,53
2020-11-08,69,78,92
2020-11-09,79,89,85
2020-11-10,79,88,73
2020-11-11,79,86,69
2020-11-12,77,90,66
2020-11-13,73,85,60
2020-11-14,66,77,49
2020-11-15,72,81,51
2020-11-16,86,92,62
2020-11-17,79,91,65
2020-11-18,76,87,63
2020-11-19,77,85,64
2020-11-20,71,79,52
2020-11-21,68,76,41
2020-11-22,73,81,46
2020-11-23,74,86,54
2020-11-24,78,84,57
2020-11-25,73,80,54
2020-11-26,78,72,52
2020-11-27,68,70,43
2020-11-28,63,73,41
2020-11-29,72,77,45
2020-11-30,76,87,56
2020-12-01,76,83,54
2020-12-02,74,81,57
2020-12-03,78,85,60
2020-12-04,79,80,55
2020-12-05,71,83,44
2020-12-06,77,89,43
2020-12-07,80,86,56
2020-12-08,79,85,54
2020-12-09,78,81,58
2020-12-10,79,85,58
2020-12-11,71,79,54
2020-12-12,68,77,44
2020-12-13,72,80,42
2020-12-14,75,85,52
2020-12-15,74,88,49
2020-12-16,71,81,50
2020-12-17,72,82,52
2020-12-18,70,79,42
2020-12-19,60,74,35
2020-12-20,64,73,34
2020-12-21,63,78,39
2020-12-22,60,77,40
2020-12-23,57,73,34
2020-12-24,56,68,35
2020-12-25,51,62,30
2020-12-26,61,73,31
2020-12-27,68,77,31
2020-12-28,65,84,42
2020-12-29,66,82,44
2020-12-30,71,84,39
2020-12-31,57,83,35
2021-01-01,49,62,28
2021-01-02,53,68,30
2021-01-03,58,69,33
2021-01-04,56,72,40
2021-01-05,55,73,40
2021-01-06,57,69,42
2021-01-07,54,65,54
2021-01-08,54,67,52
2021-01-09,48,65,69
2021-01-10,53,64,65
2021-01-11,57,70,60
2021-01-12,56,72,61
2021-01-13,60,72,54
2021-01-14,58,70,54
2021-01-15,55,66,47
2021-01-16,52,64,39
2021-01-17,53,64,40
2021-01-18,58,70,46
2021-01-19,59,73,46
2021-01-20,59,71,45
2021-01-21,60,71,48
2021-01-22,57,66,44
2021-01-23,52,65,37
2021-01-24,60,66,38
2021-01-25,63,68,45
2021-01-26,62,72,46
2021-01-27,63,74,49
2021-01-28,62,73,47
2021-01-29,61,69,42
2021-01-30,54,63,35
2021-01-31,57,70,40
2021-02-01,60,69,46
2021-02-02,60,72,46
2021-02-03,61,71,50
2021-02-04,60,71,48
2021-02-05,57,69,44
2021-02-06,53,66,35
2021-02-07,55,65,39
2021-02-08,60,71,46
2021-02-09,64,68,47
2021-02-10,61,71,49
2021-02-11,61,69,48
2021-02-12,58,64,41
2021-02-13,51,61,35
2021-02-14,53,61,36
2021-02-15,58,71,46
2021-02-16,57,69,45
2021-02-17,61,68,45
2021-02-18,61,71,46
2021-02-19,57,68,43
2021-02-20,55,67,37
2021-02-21,59,70,37
2021-02-22,65,75,46
2021-02-23,63,76,47
2021-02-24,62,72,45
2021-02-25,65,72,47
2021-02-26,57,69,44
2021-02-27,52,62,33
2021-02-28,59,68,38
2021-03-01,63,76,46
2021-03-02,63,73,46
2021-03-03,61,72,48
2021-03-04,61,70,47
2021-03-05,59,68,42
2021-03-06,51,64,34
2021-03-07,58,69,35
2021-03-08,60,70,42
2021-03-09,60,69,45
2021-03-10,63,72,45
2021-03-11,62,72,46
2021-03-12,56,67,39
2021-03-13,50,64,34
2021-03-14,56,65,35
